Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,184,4224.799999999999
Furniture,Chairs,348,5304.630000000001
Furniture,Furnishings,277,919.3900000000001
Furniture,Tables,95,-1137.63
Office Supplies,Appliances,118,241.94999999999996
Office Supplies,Art,345,1694.8299999999997
Office Supplies,Binders,491,420.2100000000005
Office Supplies,Envelopes,140,452.51000000000005
Office Supplies,Fasteners,157,208.67999999999995
Office Supplies,Labels,220,462.43999999999994
Office Supplies,Paper,281,1247.5899999999997
Office Supplies,Storage,368,2836.000000000001
Office Supplies,Supplies,192,626.3800000000001
Technology,Accessories,260,1414.5399999999997
Technology,Copiers,146,5547.859999999998
Technology,Machines,135,219.45
Technology,Phones,306,3123.029999999999
