Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,144,3796.58
Furniture,Chairs,152,2783.9400000000005
Furniture,Furnishings,141,916.8300000000002
Furniture,Tables,20,814.8100000000001
Office Supplies,Appliances,145,2216.9499999999994
Office Supplies,Art,241,904.0499999999997
Office Supplies,Binders,294,716.6999999999999
Office Supplies,Envelopes,147,646.48
Office Supplies,Fasteners,165,339.36
Office Supplies,Labels,225,339.38
Office Supplies,Paper,239,759.0
Office Supplies,Storage,216,2076.5600000000004
Office Supplies,Supplies,141,442.86
Technology,Accessories,143,2521.9799999999996
Technology,Copiers,125,5947.619999999999
Technology,Machines,80,2252.4
Technology,Phones,189,2989.8499999999995
