Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,322,8791.170000000002
Furniture,Chairs,476,5515.880000000004
Furniture,Furnishings,425,2105.1
Furniture,Tables,95,79.84000000000043
Office Supplies,Appliances,156,582.8900000000001
Office Supplies,Art,651,3134.8199999999983
Office Supplies,Binders,858,4844.669999999999
Office Supplies,Envelopes,270,737.0300000000001
Office Supplies,Fasteners,329,317.16999999999996
Office Supplies,Labels,339,575.5999999999996
Office Supplies,Paper,477,2864.3999999999996
Office Supplies,Storage,617,5067.570000000005
Office Supplies,Supplies,318,959.2200000000006
Technology,Accessories,448,6835.889999999999
Technology,Copiers,332,11712.70999999999
Technology,Machines,168,2618.7400000000007
Technology,Phones,328,4169.959999999999
