Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,191,3776.3500000000004
Furniture,Chairs,308,2019.9899999999993
Furniture,Furnishings,237,1323.1400000000008
Furniture,Tables,92,-2264.01
Office Supplies,Appliances,135,1591.8200000000002
Office Supplies,Art,454,1869.9199999999996
Office Supplies,Binders,589,1499.64
Office Supplies,Envelopes,276,1067.3700000000001
Office Supplies,Fasteners,297,591.3399999999999
Office Supplies,Labels,267,365.7300000000001
Office Supplies,Paper,344,1335.2199999999996
Office Supplies,Storage,372,831.1100000000004
Office Supplies,Supplies,221,691.9199999999997
Technology,Accessories,250,2298.8399999999997
Technology,Copiers,190,5642.9199999999955
Technology,Machines,123,3033.6
Technology,Phones,295,2908.09
