Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,138,2272.43
Furniture,Chairs,233,1899.8499999999995
Furniture,Furnishings,195,-276.45000000000005
Furniture,Tables,89,-2462.65
Office Supplies,Appliances,134,2274.6400000000003
Office Supplies,Art,273,1195.8400000000004
Office Supplies,Binders,296,280.36999999999995
Office Supplies,Envelopes,100,631.4299999999998
Office Supplies,Fasteners,141,330.21000000000004
Office Supplies,Labels,142,424.4599999999999
Office Supplies,Paper,176,856.2399999999998
Office Supplies,Storage,239,12.520000000000039
Office Supplies,Supplies,199,767.8700000000001
Technology,Accessories,173,1362.5300000000004
Technology,Copiers,103,2824.090000000001
Technology,Machines,82,171.75000000000006
Technology,Phones,207,5056.919999999999
