Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,168,3860.5200000000004
Furniture,Chairs,255,3241.6900000000005
Furniture,Furnishings,216,830.37
Furniture,Tables,68,-185.2700000000001
Office Supplies,Appliances,134,2621.5200000000004
Office Supplies,Art,331,798.4699999999996
Office Supplies,Binders,438,1518.4699999999996
Office Supplies,Envelopes,217,786.2599999999998
Office Supplies,Fasteners,180,307.30999999999995
Office Supplies,Labels,169,240.99000000000004
Office Supplies,Paper,208,1468.44
Office Supplies,Storage,331,2387.18
Office Supplies,Supplies,190,156.68000000000018
Technology,Accessories,189,1880.8799999999997
Technology,Copiers,194,3894.74
Technology,Machines,79,1442.4800000000002
Technology,Phones,206,2624.1700000000005
