Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,131,2779.6799999999994
Furniture,Chairs,176,3447.830000000001
Furniture,Furnishings,132,531.3899999999999
Furniture,Tables,25,-1051.1599999999999
Office Supplies,Appliances,93,2226.6800000000003
Office Supplies,Art,245,779.6599999999999
Office Supplies,Binders,247,-380.42999999999995
Office Supplies,Envelopes,78,291.05
Office Supplies,Fasteners,137,130.57
Office Supplies,Labels,83,170.73000000000002
Office Supplies,Paper,94,577.37
Office Supplies,Storage,246,716.9400000000002
Office Supplies,Supplies,146,100.32999999999997
Technology,Accessories,191,644.22
Technology,Copiers,125,3078.26
Technology,Machines,65,569.7600000000001
Technology,Phones,185,3001.99
