Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,191,3518.1800000000003
Furniture,Chairs,233,2029.0399999999997
Furniture,Furnishings,227,1969.7799999999997
Furniture,Tables,69,1444.0800000000004
Office Supplies,Appliances,166,2884.5800000000004
Office Supplies,Art,328,1154.8700000000001
Office Supplies,Binders,382,1134.6100000000004
Office Supplies,Envelopes,150,593.78
Office Supplies,Fasteners,201,428.9200000000001
Office Supplies,Labels,204,322.37
Office Supplies,Paper,228,544.1800000000001
Office Supplies,Storage,380,1878.6999999999996
Office Supplies,Supplies,149,864.91
Technology,Accessories,181,1236.8500000000001
Technology,Copiers,112,3790.919999999999
Technology,Machines,89,-1959.08
Technology,Phones,141,3450.67
