Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,212,3226.7500000000005
Furniture,Chairs,243,3453.2699999999995
Furniture,Furnishings,216,1025.8500000000001
Furniture,Tables,85,47.13000000000005
Office Supplies,Appliances,164,3144.4400000000005
Office Supplies,Art,495,1240.5599999999997
Office Supplies,Binders,538,1904.9399999999996
Office Supplies,Envelopes,205,802.5
Office Supplies,Fasteners,210,286.38
Office Supplies,Labels,215,281.06
Office Supplies,Paper,337,1685.25
Office Supplies,Storage,386,2403.949999999999
Office Supplies,Supplies,211,1102.03
Technology,Accessories,320,6186.719999999999
Technology,Copiers,200,3571.280000000001
Technology,Machines,141,1781.3799999999999
Technology,Phones,238,3928.4799999999987
