Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,215,3170.3900000000017
Furniture,Chairs,408,3460.3900000000003
Furniture,Furnishings,378,1266.6799999999998
Furniture,Tables,83,-768.3499999999999
Office Supplies,Appliances,179,3716.83
Office Supplies,Art,489,1762.42
Office Supplies,Binders,662,859.08
Office Supplies,Envelopes,214,717.5
Office Supplies,Fasteners,282,345.6700000000001
Office Supplies,Labels,245,177.44000000000003
Office Supplies,Paper,345,1624.7700000000004
Office Supplies,Storage,430,1441.3400000000001
Office Supplies,Supplies,227,410.54
Technology,Accessories,298,3597.4800000000005
Technology,Copiers,164,4663.419999999999
Technology,Machines,136,1582.1600000000003
Technology,Phones,242,2051.9400000000005
