Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,99,857.0799999999997
Furniture,Chairs,157,1087.4899999999998
Furniture,Furnishings,114,778.3500000000001
Furniture,Tables,42,450.72000000000014
Office Supplies,Appliances,78,2262.2599999999998
Office Supplies,Art,183,509.35
Office Supplies,Binders,219,-244.40000000000003
Office Supplies,Envelopes,103,348.54000000000013
Office Supplies,Fasteners,131,142.97000000000003
Office Supplies,Labels,98,174.3799999999999
Office Supplies,Paper,73,289.17
Office Supplies,Storage,218,1104.3000000000002
Office Supplies,Supplies,88,330.30000000000007
Technology,Accessories,125,1556.9099999999999
Technology,Copiers,157,4668.230000000001
Technology,Machines,44,969.8299999999998
Technology,Phones,166,2468.6900000000005
