Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,325,2309.999999999999
Furniture,Chairs,382,7030.129999999998
Furniture,Furnishings,367,1435.34
Furniture,Tables,61,-618.72
Office Supplies,Appliances,194,2600.1799999999994
Office Supplies,Art,532,1709.9199999999996
Office Supplies,Binders,666,543.2200000000012
Office Supplies,Envelopes,316,1348.1200000000003
Office Supplies,Fasteners,258,260.35999999999984
Office Supplies,Labels,300,535.9499999999999
Office Supplies,Paper,425,1639.8300000000006
Office Supplies,Storage,509,3511.1499999999987
Office Supplies,Supplies,247,401.0100000000001
Technology,Accessories,326,6108.7699999999995
Technology,Copiers,195,8055.749999999997
Technology,Machines,74,1752.3300000000002
Technology,Phones,409,3504.489999999997
