Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,286,7393.100000000002
Furniture,Chairs,523,3184.0499999999993
Furniture,Furnishings,493,1320.1199999999997
Furniture,Tables,129,-1870.6500000000003
Office Supplies,Appliances,300,4711.139999999999
Office Supplies,Art,657,1616.3899999999999
Office Supplies,Binders,874,1511.4300000000007
Office Supplies,Envelopes,329,677.2
Office Supplies,Fasteners,328,595.5699999999999
Office Supplies,Labels,331,278.68999999999994
Office Supplies,Paper,507,2877.79
Office Supplies,Storage,608,2104.66
Office Supplies,Supplies,392,1260.6300000000003
Technology,Accessories,431,3300.3900000000012
Technology,Copiers,293,6367.4400000000005
Technology,Machines,194,2371.4000000000015
Technology,Phones,429,10203.370000000004
