Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,73,1989.9400000000005
Furniture,Chairs,73,1532.7800000000002
Furniture,Furnishings,73,172.41000000000003
Furniture,Tables,22,-525.23
Office Supplies,Appliances,34,1480.8899999999999
Office Supplies,Art,197,501.40999999999997
Office Supplies,Binders,170,429.03
Office Supplies,Envelopes,73,99.71000000000001
Office Supplies,Fasteners,74,18.67
Office Supplies,Labels,75,114.69
Office Supplies,Paper,112,339.15999999999997
Office Supplies,Storage,166,1232.0000000000005
Office Supplies,Supplies,66,280.7900000000001
Technology,Accessories,46,752.4399999999999
Technology,Copiers,49,-255.82999999999987
Technology,Machines,48,766.2899999999998
Technology,Phones,73,1781.2100000000005
