Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,198,1559.1900000000003
Furniture,Chairs,330,3921.1900000000005
Furniture,Furnishings,236,828.7200000000001
Furniture,Tables,71,-370.44000000000017
Office Supplies,Appliances,134,4777.289999999998
Office Supplies,Art,327,1054.3399999999997
Office Supplies,Binders,475,1644.3600000000004
Office Supplies,Envelopes,229,911.3099999999996
Office Supplies,Fasteners,186,258.27
Office Supplies,Labels,220,314.00999999999993
Office Supplies,Paper,329,1106.5199999999998
Office Supplies,Storage,405,3861.819999999999
Office Supplies,Supplies,277,779.0999999999999
Technology,Accessories,271,3337.4599999999978
Technology,Copiers,141,4912.080000000002
Technology,Machines,80,725.0699999999997
Technology,Phones,252,2079.6900000000005
