Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,129,48.80999999999986
Furniture,Chairs,128,-308.7299999999999
Furniture,Furnishings,131,133.23000000000002
Furniture,Tables,55,315.6900000000001
Office Supplies,Appliances,66,612.16
Office Supplies,Art,190,613.08
Office Supplies,Binders,233,1319.1699999999994
Office Supplies,Envelopes,103,2.9700000000000024
Office Supplies,Fasteners,124,335.94
Office Supplies,Labels,86,411.92
Office Supplies,Paper,205,706.3999999999999
Office Supplies,Storage,246,1733.5899999999995
Office Supplies,Supplies,52,229.95000000000002
Technology,Accessories,126,2097.79
Technology,Copiers,102,3068.53
Technology,Machines,62,-43.31
Technology,Phones,169,2127.289999999999
