Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,212,3226.75
Furniture,Chairs,243,3453.269999999999
Furniture,Furnishings,216,1025.85
Furniture,Tables,85,47.13000000000005
Office Supplies,Appliances,164,3144.44
Office Supplies,Art,495,1240.5599999999997
Office Supplies,Binders,538,1904.940000000001
Office Supplies,Envelopes,205,802.4999999999999
Office Supplies,Fasteners,210,286.3799999999999
Office Supplies,Labels,215,281.06
Office Supplies,Paper,337,1685.2500000000007
Office Supplies,Storage,386,2403.9499999999985
Office Supplies,Supplies,211,1102.0299999999997
Technology,Accessories,320,6186.719999999999
Technology,Copiers,200,3571.2800000000007
Technology,Machines,141,1781.3799999999999
Technology,Phones,238,3928.479999999998
