Category,Sub-Category,Total Quantity Sold,Total Profit
Furniture,Bookcases,197,1788.01
Furniture,Chairs,309,3354.9399999999996
Furniture,Furnishings,296,955.8899999999998
Furniture,Tables,37,-1050.55
Office Supplies,Appliances,101,3394.3100000000004
Office Supplies,Art,263,1298.4800000000005
Office Supplies,Binders,417,1109.0199999999998
Office Supplies,Envelopes,166,453.29
Office Supplies,Fasteners,216,360.03000000000003
Office Supplies,Labels,200,291.25999999999993
Office Supplies,Paper,270,1308.67
Office Supplies,Storage,296,1788.0900000000001
Office Supplies,Supplies,194,581.88
Technology,Accessories,257,5598.200000000001
Technology,Copiers,162,2187.919999999999
Technology,Machines,132,-62.970000000000255
Technology,Phones,237,3878.9499999999994
